Accession,Release_Date,Species,Length,Geo_Location,U.S._State,Host,Isolation_Source,Collection_Date
MT444548,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,USA,,Homo sapiens,,4/2/2020
MT444549,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA,,Homo sapiens,,4/2/2020
MT444550,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA,,Homo sapiens,,4/2/2020
MT444551,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA,,Homo sapiens,,4/3/2020
MT444552,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA,,Homo sapiens,,4/3/2020
MT444553,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA,,Homo sapiens,,4/3/2020
MT444554,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA,,Homo sapiens,,4/3/2020
MT444555,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,USA,,Homo sapiens,,4/3/2020
MT444556,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29787,USA,,Homo sapiens,,3/14/2020
MT444557,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29786,USA,,Homo sapiens,,3/15/2020
MT444558,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,28864,USA,,Homo sapiens,,3/15/2020
MT444559,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29625,USA,,Homo sapiens,,3/14/2020
MT444560,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,USA,,Homo sapiens,,3/12/2020
MT444561,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA,,Homo sapiens,,3/12/2020
MT444562,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29788,USA,,Homo sapiens,,3/12/2020
MT444563,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,USA,,Homo sapiens,,3/12/2020
MT444564,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA,,Homo sapiens,,3/27/2020
MT444565,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA,,Homo sapiens,,3/28/2020
MT444566,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,USA,,Homo sapiens,,3/28/2020
MT444567,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA,,Homo sapiens,,3/29/2020
MT444568,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29794,USA,,Homo sapiens,,3/28/2020
MT444569,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA,,Homo sapiens,,4/3/2020
MT444570,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA,,Homo sapiens,,4/3/2020
MT444571,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,USA,,Homo sapiens,,4/3/2020
MT444572,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29886,USA,,Homo sapiens,,4/3/2020
MT444573,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,USA,,Homo sapiens,,4/3/2020
MT444574,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA,,Homo sapiens,,4/3/2020
MT444575,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29831,USA,,Homo sapiens,,4/3/2020
MT444576,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA,,Homo sapiens,,4/3/2020
MT444577,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA,,Homo sapiens,,4/2/2020
MT444578,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,USA,,Homo sapiens,,4/3/2020
MT444579,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29728,USA,,Homo sapiens,,4/4/2020
MT444580,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,USA,,Homo sapiens,,4/4/2020
MT444581,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29895,USA,,Homo sapiens,,4/2/2020
MT444582,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA,,Homo sapiens,,4/2/2020
MT444583,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA,,Homo sapiens,,3/31/2020
MT444584,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29881,USA,,Homo sapiens,,4/2/2020
MT444585,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA,,Homo sapiens,,4/2/2020
MT444586,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,USA,,Homo sapiens,,4/2/2020
MT444587,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,USA,,Homo sapiens,,4/2/2020
MT444588,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29625,USA,,Homo sapiens,,4/5/2020
MT444589,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29836,USA,,Homo sapiens,,4/5/2020
MT444590,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA,,Homo sapiens,,4/5/2020
MT444591,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA,,Homo sapiens,,4/6/2020
MT444592,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA,,Homo sapiens,,4/6/2020
MT444593,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA,,Homo sapiens,,4/6/2020
MT444594,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,USA,,Homo sapiens,,4/5/2020
MT444595,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29794,USA,,Homo sapiens,,4/6/2020
MT444596,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,USA,,Homo sapiens,,4/5/2020
MT444597,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA,,Homo sapiens,,4/6/2020
MT444598,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,USA,,Homo sapiens,,4/5/2020
MT444599,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,USA,,Homo sapiens,,4/7/2020
MT444600,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA,,Homo sapiens,,4/7/2020
MT444601,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,USA,,Homo sapiens,,4/7/2020
MT444602,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29801,USA,,Homo sapiens,,4/8/2020
MT444603,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA,,Homo sapiens,,4/7/2020
MT444604,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,USA,,Homo sapiens,,4/6/2020
MT444605,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA,,Homo sapiens,,4/7/2020
MT444606,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA,,Homo sapiens,,4/8/2020
MT444607,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA,,Homo sapiens,,4/8/2020
MT444608,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA,,Homo sapiens,,4/8/2020
MT444609,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA,,Homo sapiens,,4/8/2020
MT444610,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29802,USA,,Homo sapiens,,4/8/2020
MT444611,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA,,Homo sapiens,,4/8/2020
MT444612,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA,,Homo sapiens,,4/9/2020
MT444613,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,USA,,Homo sapiens,,4/10/2020
MT444614,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA,,Homo sapiens,,4/10/2020
MT444615,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,USA,,Homo sapiens,,4/10/2020
MT444616,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29803,USA,,Homo sapiens,,4/15/2020
MT444617,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA,,Homo sapiens,,4/15/2020
MT444618,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA,,Homo sapiens,,4/15/2020
MT444619,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA,,Homo sapiens,,4/14/2020
MT444620,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29833,USA,,Homo sapiens,,4/15/2020
MT444621,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA,,Homo sapiens,,4/15/2020
MT444622,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29803,USA,,Homo sapiens,,4/15/2020
MT444623,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA,,Homo sapiens,,4/14/2020
MT444624,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,USA,,Homo sapiens,,4/15/2020
MT444625,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA,,Homo sapiens,,4/15/2020
MT444626,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,USA,,Homo sapiens,,4/15/2020
MT444627,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,USA,,Homo sapiens,,4/14/2020
MT444628,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA,,Homo sapiens,,4/15/2020
MT444629,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29811,USA,,Homo sapiens,,4/14/2020
MT444630,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,USA,,Homo sapiens,,4/15/2020
MT444631,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29798,USA,,Homo sapiens,,4/14/2020
MT444632,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA,,Homo sapiens,,4/15/2020
MT444633,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,USA,,Homo sapiens,,4/14/2020
MT444634,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA,,Homo sapiens,,4/15/2020
MT444635,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,USA,,Homo sapiens,,4/15/2020
MT446339,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: MARINGOUIN, LA",LA,Homo sapiens,oronasopharynx,4/6/2020
MT446340,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: KENNER, LA",LA,Homo sapiens,oronasopharynx,4/8/2020
MT446341,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: KILLONA, LA",LA,Homo sapiens,oronasopharynx,4/8/2020
MT446342,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: SAINT ROSE, LA",LA,Homo sapiens,oronasopharynx,4/8/2020
MT446343,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29796,"USA: New Orleans, LA",LA,Homo sapiens,oronasopharynx,4/4/2020
MT446344,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: LOCKPORT, LA",LA,Homo sapiens,oronasopharynx,4/4/2020
MT446345,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: NEW ORLEANS, LA",LA,Homo sapiens,oronasopharynx,4/4/2020
MT446346,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: LULING, LA",LA,Homo sapiens,oronasopharynx,4/7/2020
MT446347,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: RACELAND, LA",LA,Homo sapiens,oronasopharynx,4/6/2020
MT446348,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: New Orleans, LA",LA,Homo sapiens,oronasopharynx,4/6/2020
MT446349,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: KENNER, LA",LA,Homo sapiens,oronasopharynx,4/4/2020
MT446350,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,"USA: New Orleans, LA",LA,Homo sapiens,oronasopharynx,4/6/2020
MT446351,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29486,"USA: GRAY, LA",LA,Homo sapiens,oronasopharynx,4/6/2020
MT446352,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: GHEENS, LA",LA,Homo sapiens,,4/6/2020
MT446353,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: THIBODAUX,LA",LA,Homo sapiens,oronasopharynx,4/6/2020
MT446354,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: MARINGOUIN, LA",LA,Homo sapiens,oronasopharynx,4/8/2020
MT446355,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,"USA: Slidell, LA",LA,Homo sapiens,oronasopharynx,4/8/2020
MT446356,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: Lacombe, LA",LA,Homo sapiens,oronasopharynx,4/3/2020
MT446357,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29777,"USA: HOUMA, LA",LA,Homo sapiens,oronasopharynx,4/6/2020
MT446358,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: RACELAND, LA",LA,Homo sapiens,oronasopharynx,4/6/2020
MT446359,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,"USA: SLIDELL, LA",LA,Homo sapiens,oronasopharynx,4/5/2020
MT446360,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29486,USA: SLIDELL LA,LA,Homo sapiens,oronasopharynx,4/5/2020
MT446361,2020-05-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29487,"USA: DELACROIX, LA",LA,Homo sapiens,oronasopharynx,4/6/2020
MT438718,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: CA,CA,Homo sapiens,,4/22/2020
MT438719,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: CA,CA,Homo sapiens,,4/22/2020
MT438720,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: CA,CA,Homo sapiens,,4/22/2020
MT438721,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,CA,Homo sapiens,,4/22/2020
MT438722,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,CA,Homo sapiens,,4/22/2020
MT438723,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,USA: CA,CA,Homo sapiens,,4/22/2020
MT438724,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: CA,CA,Homo sapiens,,4/22/2020
MT438725,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,CA,Homo sapiens,,4/22/2020
MT438726,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: CA,CA,Homo sapiens,,4/22/2020
MT438727,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: CA,CA,Homo sapiens,,4/22/2020
MT438728,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,USA: CA,CA,Homo sapiens,,4/22/2020
MT438729,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: CA,CA,Homo sapiens,,4/22/2020
MT438730,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29876,USA: CA,CA,Homo sapiens,,4/22/2020
MT438731,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: CA,CA,Homo sapiens,,4/22/2020
MT438732,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: CA,CA,Homo sapiens,,4/22/2020
MT438733,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,CA,Homo sapiens,,4/22/2020
MT438734,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: CA,CA,Homo sapiens,,4/22/2020
MT438735,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,CA,Homo sapiens,,4/22/2020
MT438736,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,CA,Homo sapiens,,4/22/2020
MT438737,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,USA: CA,CA,Homo sapiens,,4/22/2020
MT438738,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,CA,Homo sapiens,,4/22/2020
MT438739,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,USA: CA,CA,Homo sapiens,,4/22/2020
MT438740,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,CA,Homo sapiens,,4/22/2020
MT438741,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29888,USA: CA,CA,Homo sapiens,,4/22/2020
MT438742,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,CA,Homo sapiens,,4/22/2020
MT438743,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,CA,Homo sapiens,,4/22/2020
MT438744,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: CA,CA,Homo sapiens,,4/22/2020
MT438745,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29839,USA: CA,CA,Homo sapiens,,4/22/2020
MT438746,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29885,USA: CA,CA,Homo sapiens,,4/22/2020
MT438747,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,USA: CA,CA,Homo sapiens,,4/22/2020
MT438748,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,CA,Homo sapiens,,4/22/2020
MT438749,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,CA,Homo sapiens,,4/22/2020
MT438750,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,USA: CA,CA,Homo sapiens,,4/22/2020
MT438751,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,CA,Homo sapiens,,4/22/2020
MT438752,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: CA,CA,Homo sapiens,,4/22/2020
MT438753,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,CA,Homo sapiens,,4/22/2020
MT438754,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,USA: CA,CA,Homo sapiens,,4/22/2020
MT438755,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: CA,CA,Homo sapiens,,4/22/2020
MT438756,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,USA: CA,CA,Homo sapiens,,4/22/2020
MT438757,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,CA,Homo sapiens,,4/22/2020
MT438758,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: CA,CA,Homo sapiens,,4/22/2020
MT438759,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,USA: CA,CA,Homo sapiens,,4/22/2020
MT438760,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29874,USA: CA,CA,Homo sapiens,,4/22/2020
MT439230,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/10/2020
MT439231,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/10/2020
MT439232,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,MI,Homo sapiens,swab,3/10/2020
MT439233,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/10/2020
MT439234,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA: MI,MI,Homo sapiens,swab,3/11/2020
MT439235,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29783,USA: MI,MI,Homo sapiens,swab,3/11/2020
MT439236,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29803,USA: MI,MI,Homo sapiens,swab,3/12/2020
MT439237,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: MI,MI,Homo sapiens,swab,3/12/2020
MT439238,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29802,USA: MI,MI,Homo sapiens,swab,3/13/2020
MT439239,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/12/2020
MT439240,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29864,USA: MI,MI,Homo sapiens,swab,3/13/2020
MT439241,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,USA: MI,MI,Homo sapiens,swab,3/13/2020
MT439242,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA: MI,MI,Homo sapiens,swab,3/14/2020
MT439243,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,USA: MI,MI,Homo sapiens,swab,3/13/2020
MT439244,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,USA: MI,MI,Homo sapiens,swab,3/13/2020
MT439245,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: MI,MI,Homo sapiens,swab,3/13/2020
MT439246,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29808,USA: MI,MI,Homo sapiens,swab,3/14/2020
MT439247,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/16/2020
MT439248,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29769,USA: MI,MI,Homo sapiens,swab,3/16/2020
MT439249,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,MI,Homo sapiens,swab,3/17/2020
MT439250,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,MI,Homo sapiens,swab,3/17/2020
MT439251,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,MI,Homo sapiens,swab,3/19/2020
MT439252,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,MI,Homo sapiens,swab,3/18/2020
MT439253,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,MI,Homo sapiens,swab,3/17/2020
MT439254,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: MI,MI,Homo sapiens,swab,3/18/2020
MT439255,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,MI,Homo sapiens,swab,3/19/2020
MT439256,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: MI,MI,Homo sapiens,swab,3/19/2020
MT439257,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: MI,MI,Homo sapiens,swab,3/20/2020
MT439258,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: MI,MI,Homo sapiens,swab,3/16/2020
MT439259,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,USA: MI,MI,Homo sapiens,swab,3/22/2020
MT439260,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29821,USA: MI,MI,Homo sapiens,swab,3/21/2020
MT439261,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: MI,MI,Homo sapiens,swab,3/23/2020
MT439262,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,MI,Homo sapiens,swab,3/23/2020
MT439263,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,MI,Homo sapiens,swab,3/20/2020
MT439264,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,USA: MI,MI,Homo sapiens,swab,3/22/2020
MT439265,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29832,USA: MI,MI,Homo sapiens,swab,3/18/2020
MT439266,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,USA: MI,MI,Homo sapiens,swab,3/23/2020
MT439267,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: MI,MI,Homo sapiens,swab,3/23/2020
MT439268,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,MI,Homo sapiens,swab,3/22/2020
MT439269,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,MI,Homo sapiens,swab,3/23/2020
MT439270,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: MI,MI,Homo sapiens,swab,3/23/2020
MT439271,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29837,USA: MI,MI,Homo sapiens,swab,3/22/2020
MT439272,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: MI,MI,Homo sapiens,swab,3/23/2020
MT439273,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439274,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439275,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29805,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439276,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA: MI,MI,Homo sapiens,swab,3/24/2020
MT439277,2020-05-07T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: MI,MI,Homo sapiens,swab,3/24/2020
